52
4 3 2
6 12 155655320 155655320
2 14 610225112 635662591
7 11 44061121 44061121
8 14 958585513 982738361
6 13 30128709 713406976
7 10 209659683 209659683
2 4 86445836 582071306
3 6 723639873 926455200
4 14 605116985 619128942
2 10 294151098 510980801
12 15 205629377 704505486
5 12 274169030 740496321
7 13 634042042 634042042
1 5 213438036 575905665
4 13 802178411 881831780
2 13 462962031 462962031
4 6 859048264 859622474
1 3 194447766 242434489
