92
4 3 2
6 12 155655320 155655320
2 14 610225112 635662591
7 11 44061121 44061121
8 14 958585513 982738361
6 13 30128709 713406976
7 10 209659683 209659683
2 4 86445836 582071306
3 6 723639873 926455200
4 14 605116985 619128942
2 10 294151098 510980801
12 15 205629377 704505486
5 12 274169030 740496321
7 13 634042042 634042042
1 5 213438036 575905665
4 13 802178411 881831780
2 13 462962031 462962031
4 6 859048264 859622474
1 3 194447766 242434489
15 32 8
1 2 428846742 918107854
2 3 337334930 547821728
3 4 432892716 941193840
4 5 444085908 878336501
5 6 903207119 903207119
6 7 717019842 987590148
7 8 82272161 270335804
8 9 576627782 655626768
9 10 604394217 749475304
10 11 853702722 913710067
11 12 946036024 983118214
12 13 641494633 982985403
13 14 258259688 818196789
14 15 641341707 683542628
5 8 713790284 713790284
2 7 348391662 545387183
5 15 162964596 357367728
7 10 71946506 281210463
5 10 641740407 985771788
8 13 666740972 756207004
8 11 814510998 952530915
6 8 163416519 889277222
3 5 438931262 438931262
10 13 635752984 918119328
5 7 568732302 835495754
10 14 608845017 920076498
3 14 370292018 455372234
3 15 677373947 690009002
3 13 846239967 865246683
7 9 926899177 959664589
13 15 707611372 965693264
6 15 938919939 990549204
7 10 5
1 2 176151327 488958336
2 3 190100341 970901798
3 4 306490893 306490893
4 5 689317711 918407371
5 6 696748785 831089701
6 7 89294250 981366770
1 4 181024477 582743477
1 5 797465704 797465704
2 4 567050052 763441470
3 7 649122016 778809941
20 56 8
1 2 489433931 489433931
2 3 998822900 998954757
3 4 864168312 948209638
4 5 91252143 728286919
5 6 464870289 502041648
6 7 181182459 351883929
7 8 97979278 97979278
8 9 371807558 613345205
9 10 908210416 965050405
10 11 518511178 518511178
11 12 218800384 629669184
12 13 935776713 935776713
13 14 711557737 837400864
14 15 946660503 965223141
15 16 312363851 898856310
16 17 463655719 463655719
17 18 904051964 904051964
18 19 128970940 425401520
19 20 934151096 966842490
13 17 475859493 504810702
11 14 363611538 564984807
2 19 497781999 497781999
9 20 882572798 988903569
12 19 23606608 782454606
2 15 282199752 714106720
2 7 611667722 779090680
11 13 712383989 881439664
2 16 63477176 237612833
1 8 947212469 947212469
3 14 774439789 779794668
2 8 419839182 988116738
13 19 127349006 127349006
10 18 214398068 303860672
1 7 365845086 365845086
10 13 65419049 858140443
16 19 186298074 186298074
10 19 853751872 853751872
7 12 952080670 967640830
6 11 158898342 158898342
15 20 909091966 909091966
1 13 961291387 966884929
11 15 693320981 730246108
4 7 629141137 841916936
1 20 896144067 896144067
3 11 961224715 981283050
14 20 482083722 543961401
1 10 518633121 966542164
4 10 810370218 852532653
1 16 169904330 657827757
9 11 636905722 670594685
9 12 604667445 852550667
2 13 746166397 861014882
1 18 307191621 307191621
1 17 661094941 839769189
10 12 522184221 839672374
8 12 70138991 601513966
7 9 6
1 2 646122129 842414202
2 3 757903015 757903015
3 4 13051801 450758678
4 5 95867348 95867348
5 6 987015185 998509101
6 7 503702397 626434643
4 7 399205112 755511071
1 5 85596489 901415013
1 6 11386924 767380469
10 34 7
1 2 348882509 968310772
2 3 555780998 796643765
3 4 966788081 966788081
4 5 957974092 969697315
5 6 9351307 97446251
6 7 9150694 9150694
7 8 65220587 352242310
8 9 707121057 707121057
9 10 979945104 988643295
5 8 341853988 861935800
1 7 49246118 944141629
3 6 810662909 896259279
3 5 829756513 946496594
4 9 864877314 996850122
3 10 88984217 243887771
1 3 157165118 157165118
5 7 107197350 480866084
1 9 465099754 465099754
4 7 29056744 132354739
1 8 982269433 984565058
5 9 28773252 708107392
3 9 920242749 958118814
1 4 81074077 920323299
2 4 73041266 95991709
1 6 411467228 970751681
2 9 145576008 906309129
6 9 590006993 719965601
6 10 498206020 859277435
3 7 453578275 640490880
6 8 627851370 859000793
1 10 767482083 828965740
8 10 404522464 564576983
4 8 857752769 857752769
7 10 653182070 765146498
4 3 2
1 2 250233850 366033711
2 3 227781992 915634391
3 4 777911479 792324697
12 35 7
1 2 27687935 635268957
2 3 32478545 158422321
3 4 825488600 849661990
4 5 436658562 866468166
5 6 783129957 833736471
6 7 682057322 782841688
7 8 56219617 185737573
8 9 140925534 808468143
9 10 280828496 582497117
10 11 503662429 503662429
11 12 42001372 640578567
5 8 540026215 607007577
2 5 147293713 147293713
2 6 9596655 459661542
3 10 807346959 903524505
4 7 178738126 333826521
6 12 838226162 838226162
1 12 833284723 957361889
3 7 428352818 672267221
5 12 680310356 719605508
7 10 667394098 667394098
8 11 749081284 788311860
8 10 284891382 484780334
2 9 807654372 899570077
2 8 637208063 637208063
1 10 734176179 808586965
1 7 751873051 932507055
1 9 610710115 862392611
5 11 549519006 866383690
8 12 515984651 669155898
7 9 787440959 944241848
2 4 392989495 933133978
4 8 13353365 13353365
9 11 195107195 372441272
6 8 302667866 549035058
12 31 5
1 2 142485750 341380850
2 3 91483450 104709733
3 4 14793912 164759752
4 5 687946571 934944723
5 6 109625703 433067679
6 7 337706678 911449291
7 8 757074950 763443467
8 9 138944631 940126019
9 10 840739823 929367684
10 11 794191265 870486950
11 12 878131022 932309622
8 10 574490560 844754912
3 12 353804793 537383065
3 7 400611247 644721323
1 10 226794781 677986456
3 5 173063668 312656292
8 12 370794226 595627901
6 12 185945710 758010398
4 12 129629508 129629508
1 4 159202311 646085255
2 7 978135535 978135535
6 9 88670017 355310657
4 11 56460798 385802938
8 11 951578381 951578381
5 11 90314875 979405822
7 11 168084828 168084828
5 8 407568292 749556617
5 7 216170512 667758404
3 6 863693234 873950324
7 10 763283922 970997501
5 9 395580682 907903800
5 7 2
1 2 437978395 712585667
2 3 825134265 969995823
3 4 699107248 808751569
4 5 756095107 990692843
3 5 576572827 576572827
2 5 688076486 899980378
1 5 277336840 416291160
20 66 19
1 2 376042739 659806266
2 3 325014267 524975082
3 4 790533802 966069716
4 5 199870683 818876132
5 6 274334016 669025209
6 7 846866187 846866187
7 8 434067026 641345135
8 9 62405683 465069678
9 10 13052511 617929531
10 11 366564375 916615058
11 12 737694110 842719705
12 13 388399693 388399693
13 14 625319755 901145869
14 15 611722351 907229315
15 16 35880401 948808517
16 17 341072891 898188879
17 18 623530214 807562070
18 19 656192786 894874287
19 20 244793039 832011177
2 13 395635859 512557054
4 19 464086844 639203432
8 16 815298723 988905865
1 11 254043332 254043332
13 20 982456683 989934425
2 16 396672905 859455730
8 18 502589607 502589607
11 20 333727129 728368497
4 10 19240449 19240449
1 16 38553001 38553001
3 15 345374993 814747213
9 16 918151677 966688689
2 7 162460387 948926033
11 13 550848619 781632021
13 16 866815350 893080387
5 20 11877949 11877949
2 12 226302073 276709640
8 14 697336362 815545887
6 8 146178006 790973701
4 12 260091545 621481234
1 20 752088440 752088440
2 17 450219368 971161565
7 11 354731724 840509497
1 10 456952638 869368791
12 20 326321128 370482317
2 20 444576348 444576348
8 15 684222741 960197096
3 6 322062618 615360216
7 19 213819698 582076338
3 11 806210091 896656621
3 19 509578056 648357616
3 12 814960376 962896710
14 16 611129044 611129044
6 17 590928024 989335381
4 8 624214682 624214682
1 9 749722711 796231249
9 14 545409063 773647033
7 17 998190958 998654961
5 10 762486069 762486069
1 4 867085887 880890168
7 10 497763532 728908915
17 20 729741165 778734047
5 19 759848654 759848654
4 17 530675987 966311694
6 14 402667383 794766367
11 18 116435002 116435002
14 18 141459972 155946820
8 18 3
1 2 999035634 999878936
2 3 476917024 476917024
3 4 69837014 366475393
4 5 941302340 965090082
5 6 900835059 964030950
6 7 977709836 977709836
7 8 469984402 769134397
3 6 420527143 662021091
2 8 821556380 905186455
2 5 276104684 639741263
3 7 661618993 703273575
4 6 978096 824412975
1 8 18333538 637670890
1 3 384119859 834668482
1 5 336961626 581786665
2 4 163140794 163140794
4 7 896011087 982848442
5 8 439871222 630725421
6 10 5
1 2 66307401 79642944
2 3 818073404 818073404
3 4 639253422 639253422
4 5 683188431 920420919
5 6 596060747 714559773
2 4 749311867 907219271
1 6 269840493 943976904
2 5 574250292 696095608
4 6 10958849 41456769
1 3 859112350 859112350
12 32 6
1 2 182813135 304032420
2 3 582843343 748892424
3 4 851541251 851541251
4 5 355158621 659789118
5 6 231099980 746192521
6 7 96525942 96525942
7 8 303613496 303613496
8 9 35934707 363921214
9 10 227972565 411787167
10 11 544021068 930255498
11 12 205725895 382598354
2 12 398441126 412403246
4 6 783669268 913020293
4 7 810943800 865128001
4 9 213786227 521752505
1 3 633380620 633380620
4 8 833552331 990156502
1 11 873879978 873879978
1 7 126277836 126277836
5 10 948860968 956891362
2 5 219229869 720885393
3 10 985826064 997547812
2 6 586879543 658773594
6 8 128409878 778619773
1 9 227635040 327223174
6 10 296019436 840368663
1 10 225518470 225518470
3 12 977878281 977878281
3 5 902630010 904723849
3 6 67219199 392166275
6 9 807705479 866170103
2 4 551802300 810607704
10 20 8
1 2 247283607 926213349
2 3 71629811 579550024
3 4 864975103 934383389
4 5 805046835 805046835
5 6 278738311 278738311
6 7 835339880 835339880
7 8 54917335 604388580
8 9 8978390 172629052
9 10 553215410 666129329
2 6 919361433 935294929
2 5 16323814 797816571
3 6 450785064 698869844
1 4 582684268 621076896
2 7 284106569 659689496
7 10 416312107 640853575
7 9 39588251 311642713
2 9 533622910 894825287
4 7 676254403 724189263
4 8 114417566 487106380
1 8 15172343 214594670
15 23 12
1 2 522971781 522971781
2 3 154083530 488515520
3 4 651605637 850843469
4 5 184369659 930579565
5 6 974586453 986550359
6 7 280318859 748740145
7 8 395383986 958001249
8 9 984917375 987001272
9 10 39003390 174507762
10 11 333230858 333230858
11 12 214503101 521223020
12 13 867524598 960880960
13 14 630920521 970161625
14 15 902387297 919724163
7 13 863768095 929890204
4 8 49311707 198584141
6 13 337248295 337248295
2 14 892071710 892071710
3 13 836108949 879220619
9 13 145518504 682767924
2 15 606229977 834703310
4 13 388762796 388762796
8 15 16129425 301592377
8 27 5
1 2 421815326 666351795
2 3 750225686 998257735
3 4 236677280 365349140
4 5 973273191 974622864
5 6 594488930 766931007
6 7 916700263 938456769
7 8 949646050 949646050
3 6 152592741 988294890
5 8 325485372 846807405
1 3 783662377 783662377
2 4 844000420 899763333
3 5 33559670 33559670
2 8 755699437 830354352
6 8 891968315 930947086
2 5 55127980 55127980
4 8 122097677 787542685
4 7 962023308 986311651
5 7 172508857 280574047
1 8 150428718 699830754
1 4 118123618 658590185
2 7 948214128 993713586
3 8 814043100 925143872
4 6 803725028 803725028
1 6 431606867 431606867
1 5 449603071 745197310
1 7 843590155 964339967
2 6 465533725 904373785
10 31 2
1 2 684867342 961614515
2 3 747790801 897384911
3 4 713874198 876681639
4 5 740365742 835685346
5 6 424913682 703218744
6 7 712856649 927323757
7 8 404387402 434308952
8 9 334016822 675039064
9 10 809486110 809486110
6 9 836822543 836822543
3 9 707156709 751869311
4 6 555000459 619865343
2 10 723415503 872472448
1 7 247950482 953574613
1 5 687706047 687706047
7 10 6052699 6052699
1 9 851092809 967223501
3 6 871176969 928113253
2 9 572383454 572383454
1 4 393163575 909140438
3 8 678859283 682845712
1 8 683585503 759341053
1 10 821194755 900440372
2 6 448191216 448191216
1 6 767284259 778872771
6 10 968483476 983522301
5 7 980112524 983773056
4 7 121998441 526399465
8 10 818372370 818372370
4 9 775970985 865836013
1 3 375993571 439967028
7 19 2
1 2 873607314 921635548
2 3 603855648 603855648
3 4 29325708 375442978
4 5 695024954 726265808
5 6 226189058 274001532
6 7 408241332 796719933
3 5 523166490 616179775
1 5 249836702 259569761
4 7 638359282 638359282
1 7 392704399 879756753
5 7 128997660 408067589
3 6 171487272 171487272
3 7 276195141 669898923
1 6 49522844 406612174
2 4 804154887 899794408
2 5 80023098 463630377
4 6 232002548 725102096
1 4 997900516 998717902
1 3 1307482 1307482
9 17 2
1 2 340760867 795606089
2 3 55723563 288303590
3 4 894797548 987952781
4 5 869822954 933427198
5 6 631868260 990378734
6 7 945651131 973426962
7 8 863288813 974765695
8 9 312712833 312712833
3 8 587203215 814201103
7 9 418926077 686294217
4 7 575619033 575619033
5 7 563840550 925361865
5 8 447718483 478451139
3 6 699179722 874441375
1 4 670365719 670365719
1 9 440277929 912181416
2 4 920830131 937251431
8 12 2
1 2 100147373 674320111
2 3 46958641 808990275
3 4 29838119 681030187
4 5 99018816 448021941
5 6 529230748 550410774
6 7 371998268 413659292
7 8 712109795 868477462
2 7 55793154 843700060
2 6 707576212 779883520
3 6 988073381 988073381
1 7 462210116 906020895
1 8 80966207 373551128
4 5 3
1 2 129779084 322586474
2 3 30340178 79756224
3 4 694172027 877678984
1 4 345783169 771770254
2 4 100759276 174547923
6 10 4
1 2 862592737 913961955
2 3 578919195 638457021
3 4 150455696 150455696
4 5 232215362 232215362
5 6 712778809 749489824
2 4 843083346 943999236
2 6 246614035 551524738
1 3 521529761 678643688
4 6 394473172 893549939
3 5 234850995 234850995
7 6 5
1 2 210517047 542317184
2 3 859311348 945807176
3 4 633575346 897766574
4 5 162192030 984116810
5 6 51585936 728917408
6 7 539247037 622770338
15 31 6
1 2 626399512 753623597
2 3 184937110 826056841
3 4 227276222 617868359
4 5 516692816 631520601
5 6 983702378 994665118
6 7 350147173 352851784
7 8 559771943 610921888
8 9 121929929 634778048
9 10 958232249 998295119
10 11 730325131 952375629
11 12 149886718 896208804
12 13 965335933 965335933
13 14 862832880 982429894
14 15 68819453 394180751
6 14 824179679 824179679
3 8 316578073 849011176
4 13 116386018 615820424
2 4 685931788 965163963
7 12 747492964 747492964
8 15 710651954 993869681
9 14 773087836 773087836
5 15 985412953 997011032
3 13 944062147 954428804
1 5 942594519 942594519
5 12 534583326 534583326
4 11 311198390 731390847
2 10 994090561 994090561
10 13 448377014 448377014
11 14 648429462 922118989
7 11 195922632 556050040
10 15 969448057 981955168
4 6 3
1 2 774107299 774107299
2 3 687533327 962322301
3 4 119130990 753972508
1 3 955175585 961524712
1 4 305288861 615790222
2 4 810371476 956045338
8 16 3
1 2 841531559 856550051
2 3 734965400 985151600
3 4 919634789 947192143
4 5 777122907 777122907
5 6 999872724 999937095
6 7 300339907 823852852
7 8 195186306 649108539
3 6 359641165 359641165
4 6 61405857 61405857
3 7 710471619 822647616
1 8 554793299 603285159
2 6 241071427 924853985
3 5 672474701 672474701
1 7 315928505 315928505
3 8 374529440 544626252
2 8 272636119 738579084
15 34 6
1 2 701362416 701362416
2 3 711601174 711601174
3 4 269173055 449039002
4 5 530353353 530353353
5 6 412280876 412280876
6 7 880817330 880817330
7 8 231606429 231606429
8 9 49555367 49555367
9 10 840519208 859019718
10 11 307935798 593423772
11 12 380901650 497936923
12 13 31336423 357556130
13 14 795498542 905221907
14 15 596255102 596255102
11 13 824153965 824153965
1 14 718985294 776031188
7 12 687863802 965875414
8 11 854506515 928316296
10 12 466341577 466341577
9 15 296535645 296535645
7 15 694177658 694177658
6 12 185788456 185788456
7 10 649686115 690597923
5 11 979078217 993937833
7 11 118791589 186002422
1 12 839793439 870549889
4 11 902400779 967830323
6 14 934593565 959770663
5 7 427827002 692634337
3 9 777944076 865789176
3 12 431900951 431900951
5 12 951061861 974455024
3 10 601557647 601557647
5 8 568155797 568155797
10 22 2
1 2 979317208 979317208
2 3 255031133 726798576
3 4 656274273 656274273
4 5 963509054 986032416
5 6 237857456 437310946
6 7 892494927 929430575
7 8 58524184 157632600
8 9 626617278 760714992
9 10 982589729 985696798
4 9 787136964 796836790
8 10 725564158 754251511
4 8 925237198 960013965
1 6 792089042 820022471
6 9 959007334 992157823
2 10 725727673 725727673
3 5 540526485 540526485
6 10 921170665 949855567
5 7 375537047 375537047
3 8 574490413 839780833
2 5 806927624 937642477
4 7 528550314 714668787
6 8 826393870 968131175
20 75 11
1 2 108908350 792934490
2 3 992282935 995144408
3 4 392082762 392082762
4 5 364116160 364738337
5 6 917991370 917991370
6 7 970738204 985964708
7 8 431794780 767602094
8 9 491845447 717183375
9 10 45846210 45846210
10 11 976618023 988580124
11 12 705531168 927396429
12 13 112414497 903690328
13 14 479178532 789823764
14 15 366967836 366967836
15 16 843293222 854565474
16 17 119892279 119892279
17 18 553439651 890847882
18 19 153717855 575082667
19 20 755124867 917427999
10 17 420086919 555172637
4 17 442729239 756946833
9 11 48733977 288962897
9 13 146891315 146891315
8 13 203004337 259016518
1 10 694627473 859093134
1 6 794390448 897329687
13 15 457158495 914455609
6 10 866797598 918883829
7 18 419349219 997047167
1 15 834629358 836527271
17 19 256579489 838731740
8 20 930899830 994971709
4 14 635454434 635454434
4 7 745146641 876707085
2 8 697242809 698123640
10 14 536159197 674363675
3 19 97071840 327313838
11 19 802736272 817240086
3 13 982847887 982847887
6 9 115828873 305026644
3 10 371427561 955264579
7 15 374651695 686242224
2 15 898269351 898269351
1 12 940893805 940893805
8 19 761198600 763117979
9 20 681748943 705603870
4 20 633223334 633223334
1 5 40222225 454174570
2 9 387308551 482293023
5 8 432405594 432405594
4 15 583450668 860763329
2 18 185014232 525281875
16 20 620117796 990550416
12 19 192589001 498918406
9 14 53018940 614550043
5 13 9882745 54512592
5 9 603130717 987995139
3 14 50238783 496865666
10 15 612724263 612724263
4 9 206850475 483431856
6 12 338567200 464528831
7 10 987622863 988735137
1 4 909644107 943947864
1 14 540083074 661328375
14 19 547936393 610555393
3 6 905082217 951210127
12 15 669605934 896730216
16 19 385460897 686031129
2 7 83481055 514152576
7 14 382442145 531841577
6 17 532462703 701012514
3 7 747323158 747323158
7 17 176726542 471622646
4 18 743046644 830227860
3 15 654819523 716249110
8 20 2
1 2 845781309 845781309
2 3 528087786 528087786
3 4 460509179 686807894
4 5 658724460 679399589
5 6 155680857 973378018
6 7 319289249 469541084
7 8 743777637 854361608
5 8 893505094 893505094
2 8 456109531 456109531
1 3 852206876 852206876
6 8 173396764 173396764
5 7 37734178 487906425
2 4 508036897 582608765
3 8 28010729 429044177
3 5 678787263 944574992
2 7 6199309 15005400
1 5 495524830 495524830
1 7 622143747 622143747
1 4 310657170 582877599
4 8 860400655 864352262
5 8 2
1 2 186976659 524041093
2 3 934730582 936275954
3 4 394496490 394496490
4 5 650073106 997567484
2 4 525497746 849719004
2 5 810645059 956174600
1 4 659261914 729300849
1 5 232024620 232024620
5 5 2
1 2 694749224 855098525
2 3 941608491 988487691
3 4 344552232 344552232
4 5 129860382 129860382
1 5 646993584 646993584
8 23 3
1 2 48245672 188914798
2 3 238103041 238103041
3 4 955130455 956677295
4 5 397760722 734717613
5 6 870829971 884916371
6 7 288865717 409641108
7 8 612240422 612240422
3 8 936373278 985716826
2 7 224460481 315609932
5 8 737414498 849669054
6 8 146818601 146818601
1 4 389326771 557353172
1 8 286998232 286998232
5 7 538222379 538222379
1 5 245582475 539791756
3 5 355073654 355073654
4 8 790233402 979108070
4 7 515224836 694259856
2 4 164385766 814762246
1 7 588017125 588017125
1 6 491948468 932607126
2 6 393545707 841359363
3 6 594449956 877787808
5 9 2
1 2 802897465 802897465
2 3 454119538 454119538
3 4 246310291 335509538
4 5 817566632 903020017
1 5 381506810 432846821
3 5 122203311 921859249
2 5 623995910 822611661
1 4 629848167 985112017
1 3 213104511 894628577
7 9 4
1 2 361608407 606032586
2 3 909465441 939051571
3 4 294509560 689018483
4 5 429052968 655047193
5 6 429829700 976283306
6 7 675599373 675599373
5 7 941093585 996998295
2 6 182841520 532852577
3 5 867312512 959237398
8 13 2
1 2 804441950 845272196
2 3 445134567 747318527
3 4 204343407 916932769
4 5 675278272 675278272
5 6 508063213 794332848
6 7 19102035 194007983
7 8 402901326 903724999
2 6 480487331 771729743
2 8 781439904 977675135
1 4 534289252 576788430
4 8 860354981 887723799
1 7 943524693 978828953
2 4 259099719 259099719
4 6 3
1 2 432264418 905532906
2 3 2929634 372994160
3 4 720999228 957034901
1 4 879011102 879011102
1 3 496002639 542917863
2 4 871112722 969795089
15 43 4
1 2 301502607 301502607
2 3 226427155 367805227
3 4 917171237 985150976
4 5 369215490 427928079
5 6 22278934 345584906
6 7 857703776 858294662
7 8 16998690 758950928
8 9 219246121 518960728
9 10 584603568 741079029
10 11 564315029 973506369
11 12 846328639 898547253
12 13 182143210 182143210
13 14 548946843 858407956
14 15 593711707 939354295
8 10 43894587 815550556
2 13 529228169 529228169
3 12 91575289 606471439
5 11 633646572 783995290
2 6 796701568 966882324
11 14 100382405 868689606
7 11 140295653 942683261
2 10 434610258 717966071
6 8 659585050 659585050
2 7 311612494 311612494
5 12 518919955 727004134
9 14 209912684 856597016
3 14 573124071 612298370
2 5 646538937 646538937
9 11 208918114 831047331
3 5 250165175 686247203
10 14 669383190 669383190
10 13 480572483 480572483
6 10 752924640 869993147
7 13 950989450 958622613
4 10 882916815 937074835
13 15 649570275 997603867
5 10 341950005 539629612
3 6 975544416 995270527
8 13 678694329 762729220
1 12 756443454 994779203
5 14 975278807 981760877
11 15 501501443 501501443
4 6 682294312 844042967
4 5 3
1 2 747053310 994626100
2 3 533286561 533286561
3 4 504057694 504057694
1 4 85428344 528273767
1 3 823204942 954602457
7 16 5
1 2 537846772 894492094
2 3 648700253 648700253
3 4 218321235 218321235
4 5 191987370 819528978
5 6 582224031 688851557
6 7 408907832 863418713
2 7 733147094 827907324
1 5 838619931 866609274
1 3 156251309 436515146
2 4 694543681 719163645
2 5 816387423 916395795
3 5 990526512 991742615
1 4 77197257 77197257
3 6 406633882 890080439
4 6 34907439 640412084
5 7 483840974 766119426
