200000 131016
A 150500 74343
A 29715 43291
B 5817 5818
B 1 10278
B 1 3
A 1 175133
A 112753 161337
B 107042 146522
A 77481 77482
A 45309 124315
A 123665 123666
B 127355 184069
A 195195 195196
B 149912 130966
A 85496 179689
B 20308 20309
A 33086 197698
A 24149 24150
B 161316 161317
B 104102 104103
A 100740 100741
A 12170 63891
A 161464 161465
A 198425 122152
B 53620 168191
A 81056 110240
B 182192 182193
B 1 38265
B 27810 27811
A 58374 58375
A 118555 118556
B 11219 11220
B 1 200000
A 158072 145685
A 125957 125958
B 200000 57771
B 108334 108335
B 79751 79752
A 117598 53805
B 148237 148238
A 200000 150617
B 146231 146232
A 61286 48104
A 98787 98788
B 41560 41561
B 86469 58373
B 29436 29437
B 89886 89887
A 200000 16198
B 1 89350
B 200000 78743
A 200000 4224
B 39748 163687
A 105889 64659
B 185299 185300
A 23179 23180
B 30419 198278
B 46507 8905
B 1 39767
A 190145 105595
A 200000 170631
B 200000 153745
B 65829 124329
A 200000 26285
A 153971 157567
A 102625 169914
A 185344 185345
A 47270 31716
B 169214 45615
A 102691 102692
A 86543 177916
A 92076 92077
B 175394 189833
B 68297 170066
A 51987 51988
A 195371 165043
A 98809 28793
A 93114 78615
A 81833 81834
A 200000 28236
B 94882 197354
B 91494 91495
A 126448 134057
A 168927 101132
B 140823 163681
A 190620 190621
B 5139 110358
A 74520 166727
A 1 105478
B 88109 21301
B 67064 67065
B 189892 87272
B 128085 128086
A 42253 86289
A 200000 44080
B 135840 135841
B 168103 168104
B 187067 160362
A 161104 161105
B 84064 73091
B 183645 9764
B 200000 28564
B 1 69839
A 198392 198393
A 200000 166254
B 67294 67295
B 137360 113517
B 150228 43531
A 43959 43960
B 29886 29887
B 1 119512
A 116610 50652
A 134262 134263
B 109466 109467
B 4341 68133
A 9005 9006
A 7239 7240
B 191516 194863
B 191984 191985
B 200000 50801
A 81946 81947
A 34134 34135
A 11364 92486
A 23068 23069
B 1 108183
A 129275 70394
A 24525 24526
A 132524 32236
A 157934 157935
B 79280 173647
A 63533 63534
B 107293 92985
A 200000 191422
A 34810 121670
B 105610 105611
B 137904 185087
B 95147 95148
A 123225 151555
A 43570 43571
B 27644 135101
B 126903 57811
B 13886 13887
A 171954 171955
A 200000 93735
B 98607 98608
A 21452 52714
B 36392 189646
B 200000 155350
A 33207 33208
A 165645 86343
A 136502 58690
B 84164 84165
A 25779 25780
B 1 145194
B 135653 135654
B 166688 166689
B 30046 30047
B 106287 106288
A 105151 105152
A 166889 83412
A 164395 164396
B 79376 79377
B 95187 95188
B 1698 1699
B 95515 95516
A 170489 50880
B 1796 80397
B 3344 3345
B 13750 13751
A 181857 121076
B 3292 124697
B 107894 107895
A 28447 26581
B 141628 141629
A 76661 76662
B 170253 170254
A 133815 154045
A 1 66331
A 128156 167611
B 74841 152291
A 200000 106355
A 36171 179223
A 70651 108214
A 148366 148367
B 139902 67080
A 134299 131968
B 30712 19494
A 1 76834
B 138484 114802
A 1 8399
A 183988 183989
B 1 171256
A 185886 116272
B 19129 60338
A 140883 140884
B 200000 135471
B 107677 118713
A 200000 167110
A 1 90764
B 113846 113847
A 77548 77549
B 200000 137579
A 151212 29083
B 155132 155133
B 50052 183864
A 3 199999
B 24639 24640
B 150884 85892
A 200000 109521
B 163135 163136
B 123478 123479
A 74975 74976
B 174104 174105
A 180763 99615
A 175523 160275
A 146229 175568
B 25295 25296
A 62051 62052
B 15959 46711
B 28648 28649
A 149779 149780
A 3 199999
B 200000 107298
A 27972 145643
B 16590 16591
A 2 200000
B 200000 188474
A 16866 141850
A 65157 65158
A 133161 73394
B 58636 191019
B 200000 92276
B 76357 14434
B 49301 49302
B 196732 139703
A 80317 80318
A 74768 123762
B 1 130147
B 85852 20110
B 1 168834
A 55745 55746
A 19355 19356
A 59502 59503
B 38645 112333
B 94831 36772
A 169671 126334
B 166270 166271
A 65861 65862
A 1 81473
A 108487 108488
A 2730 2731
A 3 200000
A 136188 104792
A 1 24775
B 127980 16229
A 96242 96243
A 106581 85485
B 151560 151561
A 31377 14612
A 152110 49306
B 1 16998
B 200000 23022
B 171691 61658
A 133526 135449
A 1 193133
B 103534 103535
B 4956 145787
B 177381 105732
B 70120 127408
A 96379 96380
A 191270 191271
B 98160 98161
A 40158 40159
A 116558 116559
A 38971 38972
A 186090 102182
A 76639 43454
B 84698 83403
B 200000 30868
A 174693 123740
A 34101 34102
A 1 140765
B 11248 20390
A 1 74517
A 78003 23034
B 111664 41041
B 62930 62948
B 166177 166178
A 152430 155360
A 199999 200000
B 47957 47958
B 1 98926
B 102151 30195
A 22814 131887
B 144934 178467
B 1210 150396
B 184690 163966
A 10811 34640
A 123502 46080
B 141656 140561
B 97302 81958
A 99920 44039
B 1 77038
A 200000 168598
B 64305 64306
A 1 198750
B 87831 71200
B 9936 3671
A 116474 129626
A 151004 151005
A 121454 121455
B 80470 78030
A 196538 196539
A 194297 194298
B 58135 79236
A 1 179227
A 1 29397
B 179754 179755
A 65903 65904
B 68877 83098
B 198589 198590
B 1 107919
A 162469 74999
B 1 166451
A 101933 101934
B 121980 30632
A 157586 157587
A 81632 81633
A 180163 180164
A 21927 21928
A 54483 54484
B 75352 18453
B 101668 101669
A 189374 165457
A 200000 50095
A 63640 63641
B 200000 190434
A 35674 57398
B 1 199999
A 92360 8342
B 1 124842
B 81605 76987
B 454 455
A 121289 121290
B 135500 85959
B 161549 127909
B 39282 23367
A 171027 171028
B 135873 135874
B 169788 165741
B 163146 7670
A 1 81702
A 177598 177599
A 180009 112986
A 98553 196756
B 166153 65842
A 200000 45959
B 29932 29933
B 113552 113553
B 172191 18997
B 93733 93734
B 22805 22806
B 47449 29966
A 80975 91308
B 135517 110241
A 56956 85788
A 136873 30049
A 118082 42866
B 200000 38046
A 200000 178206
A 155965 4361
A 200000 157203
B 1 37948
A 84565 131429
B 1 114020
B 1 22440
A 134296 17402
A 63561 63562
B 69218 23327
A 143788 199693
A 1 75234
A 104560 26500
A 4539 46803
A 161676 153620
B 200000 192879
A 10726 10727
A 61421 1374
B 15992 15993
B 6114 6115
B 24998 24999
A 200000 196943
A 65935 65936
A 51948 51949
B 3743 116535
B 1 150708
B 16698 16699
A 6217 6218
A 139170 118759
A 124575 124576
A 175901 98462
A 81967 152377
A 29203 29204
B 44711 44712
A 95788 40745
B 185823 185824
A 88054 166936
A 36846 97818
B 6766 6767
B 110081 191560
B 167669 34992
B 91091 29000
B 192339 38441
B 134192 134193
A 64884 64885
B 65098 65099
B 200000 164631
A 111157 111158
B 60406 60407
A 198560 198561
A 200000 188255
A 200000 199939
B 132340 132341
B 122181 3450
A 188478 188479
A 2974 2975
B 200000 113751
A 10025 10026
A 138216 71292
B 3 200000
B 19692 19693
A 200000 106504
A 1 101247
A 166586 166587
B 29394 29395
A 91092 91093
B 16492 16493
B 200000 3837
B 1 189863
B 200000 184383
A 2266 122029
A 1 33491
B 74740 22702
A 84254 84255
B 200000 68311
A 64327 177233
A 36331 36332
A 182377 182378
A 40041 158087
A 31872 31873
A 48148 84869
A 88340 142525
B 132716 132717
B 117282 117283
B 172919 80715
B 183753 97766
B 1 126483
B 90040 28442
B 119305 110498
A 51646 52651
B 171948 171949
B 82460 157009
B 159778 147946
A 138547 175414
B 148083 119520
B 186082 62457
B 5641 5642
A 170104 170105
B 45384 63568
A 174305 54778
B 188658 166377
B 48057 48058
B 75296 81971
A 62231 132277
B 41562 91487
A 152383 152384
B 71104 122204
B 34371 191539
B 17741 17742
B 81270 66952
A 826 827
A 188323 188324
B 178063 178064
B 80355 161684
A 200000 99232
A 68822 68823
B 194560 94175
A 1 121984
A 58158 58159
A 200000 134368
B 28338 1260
B 95173 95174
A 134472 134473
B 199403 143135
A 79410 16621
B 4793 4794
A 124415 41428
A 168146 134602
A 34003 34004
B 7547 188230
B 200000 195013
B 98915 98916
A 54631 54632
A 33876 33877
B 22042 82
A 200000 132652
A 119031 80605
A 121200 69460
A 1 103265
B 1 22677
A 189701 189702
B 137966 130327
A 200000 130197
A 118101 118102
A 27088 27089
B 95710 61196
B 64968 64969
A 112774 121052
B 78829 130816
B 59403 59404
A 12513 12514
B 13756 48932
A 200000 163641
B 189626 189627
B 151715 151716
A 200000 171557
B 144557 111329
A 54390 54391
B 1 104486
A 93608 93609
A 168694 52758
B 1 160306
A 195896 176352
A 200000 163544
A 144098 170477
A 173361 110218
B 176962 188786
B 200000 41722
A 52818 52819
A 111738 52807
A 90406 90407
B 198374 198375
A 126492 126493
B 1 149406
A 33995 77272
A 17091 101795
A 155103 155104
B 41365 48504
B 130519 4596
B 142796 142797
A 124026 181753
A 1 22325
B 118735 134765
A 50683 84017
A 173412 37765
B 200000 110889
A 1 150418
A 74473 17049
A 1 187367
A 58367 58368
A 200000 79421
A 170176 25290
B 25419 190491
B 200000 25938
B 19165 185131
A 177556 177557
B 32237 32238
A 192935 192936
B 8127 35566
B 1 2
B 168742 168743
B 1 155172
A 33242 33243
A 122935 122936
B 178810 32901
A 100605 27983
B 35385 147657
A 159830 36450
B 100399 100400
A 93131 93132
A 191155 191156
B 190406 190407
A 189334 189335
A 113089 28885
B 108814 108815
B 35350 35351
B 169629 108469
A 26448 26449
B 141078 141079
B 53362 24941
A 147051 147052
A 96022 135825
A 99538 102933
A 132806 40504
B 111296 34009
A 1 50198
B 8379 151760
A 104473 104474
B 65839 20301
A 1 86866
B 16779 193363
B 176534 52657
B 63496 192247
A 76258 76259
B 44192 70448
A 55173 55174
A 156210 174635
B 36900 53319
B 178050 178051
A 1 63337
A 81979 81980
A 196226 26375
A 146246 97057
A 72388 11837
B 170636 75774
B 61761 162757
A 68479 68480
A 156664 42784
A 66680 66681
B 121518 58919
B 87636 87637
B 87529 163784
B 1 66863
B 191783 51972
B 15447 15448
A 90289 90290
A 200000 65897
A 146700 146701
B 52797 16930
A 138620 138621
B 143134 143135
B 189336 189337
B 184995 184996
B 66146 66147
B 11560 197458
A 167122 192160
B 119427 130573
A 105783 105784
B 186768 21996
A 184261 184262
B 6029 6030
B 117458 117459
A 200000 161670
A 45541 67335
B 158957 158958
A 198733 186863
A 87757 87758
B 160684 160685
B 200000 172606
B 175864 175865
B 28037 28038
B 177289 191899
A 60928 60603
B 1 2
A 200000 183334
A 1 15846
A 1 168388
A 200000 82560
B 163734 163735
B 164440 164441
A 52762 52763
A 27101 12676
B 144907 13886
A 1 88942
A 1 175807
A 711 712
B 186118 156355
B 60188 188959
A 61517 188633
A 7630 7631
B 1 155168
B 1 3470
A 12468 56670
A 137334 137335
A 127648 96580
B 34937 99388
A 3819 138756
A 19488 68014
B 45903 179100
A 36497 36878
A 177922 14062
B 49678 49679
B 80370 80371
B 183859 183860
B 188345 167939
B 149022 149023
A 25070 36307
B 27851 27852
A 29187 83045
A 79974 177638
B 1 77859
A 94072 94073
B 137708 29741
B 23612 23613
B 151049 151050
B 44229 12990
B 200000 47573
B 62266 6936
B 81807 114705
A 187611 136440
A 1 164827
B 38535 55977
B 126845 171856
B 168774 168775
B 1 59596
B 73196 21434
A 164169 164170
A 86251 86252
B 199324 199325
B 194049 116174
B 1 156614
B 103748 103749
A 122640 65668
B 1 89493
B 107358 107359
A 156902 156903
B 103894 103895
B 64715 44522
A 13680 13681
B 129232 129233
A 73206 145804
A 82024 130947
B 14099 185255
B 34751 34752
A 200000 52528
A 195820 37283
B 8742 43091
A 182979 6783
A 58579 58580
B 2308 2309
A 150599 150600
B 84043 84044
A 159290 191177
B 151635 182241
B 51276 7195
A 6891 122361
B 30498 189833
A 103157 90559
A 172395 39766
A 130044 139835
A 138057 138058
B 132964 168783
B 200000 159356
B 146184 16704
A 152156 159327
A 92469 112762
B 23926 23927
A 56049 92491
B 43596 43597
A 73267 73268
A 87935 73232
A 126761 109302
A 200000 94031
A 92206 92207
B 56415 102294
B 195652 195653
A 200000 32392
B 1 122304
B 80841 80842
B 91183 91184
A 88851 88852
B 75704 75705
A 94334 52982
B 1 199999
A 71783 71784
B 35284 6717
A 101262 101263
A 178539 189514
A 11325 86020
B 180080 180081
A 125678 125679
B 146609 146610
A 161082 161083
B 24247 107458
A 188274 643
B 79455 137635
A 54149 54150
A 41131 41132
B 1 111048
B 87977 87978
A 125778 125779
B 1 171643
A 187619 187620
B 136017 49499
B 1 63046
B 200000 159271
A 115512 138536
A 146496 146497
B 1 134761
A 1 190009
A 169042 52043
B 139536 139537
A 52694 138396
A 124772 147253
A 83347 10415
B 1 51605
B 54547 54548
B 200000 157306
B 200000 114032
A 180664 40427
A 72429 72430
A 125841 125842
A 154183 154184
B 99582 184326
B 91861 91862
A 74447 74448
B 93131 93132
A 199187 89164
B 1 169082
A 1 161750
B 81457 129323
A 160905 160906
B 117281 27991
B 1 179414
B 1 15603
A 124213 124214
B 12193 12194
B 132414 132415
B 74211 43668
B 1 182059
B 1 75018
A 200000 9783
A 2257 2258
A 76484 76485
A 14821 14822
A 91347 91348
B 24448 2337
B 101381 101382
B 162081 162082
B 189783 189784
A 55753 55754
A 200000 132293
A 183674 183675
B 175026 175027
B 114499 114500
B 175480 175481
B 58829 186631
B 2 200000
A 200000 102040
A 123788 123789
B 133841 133842
A 152424 144396
A 1 28899
A 160300 167695
A 1 143161
B 16391 16392
B 128671 128672
B 87414 87415
A 175481 57274
B 90275 90276
A 53313 30408
A 30402 30403
A 164234 148905
A 89979 89980
A 56257 56258
A 103354 103355
A 101380 153547
A 16240 77833
B 116959 78410
A 114679 4688
B 183992 183993
A 12753 17093
A 9658 193580
A 167783 167784
B 5476 5477
A 1348 85242
A 74702 16458
B 199999 200000
B 170862 170863
A 19376 22305
B 52534 29384
B 95380 98223
A 73772 73773
B 113825 113826
B 120287 120288
B 200000 75477
A 156508 156509
B 1 2545
A 56037 164322
B 166748 24774
B 1 169002
A 49483 49484
B 86579 82640
A 51561 51562
B 172072 143185
A 126368 126369
A 117964 183246
B 52476 134719
B 115759 40514
A 24469 24470
B 21151 57098
A 200000 30542
A 1 90111
A 55227 5824
B 87641 87642
B 2185 2186
A 129249 14796
A 22440 22441
B 145549 145550
A 140061 140062
A 124426 79112
A 56260 36585
A 122896 122897
B 137725 137726
B 73226 68326
A 200000 21681
B 37586 37587
B 96283 96284
B 45418 193949
B 1 199999
B 184780 184781
B 29064 191288
A 125656 99673
B 104418 104419
B 503 504
B 1 149777
B 21342 196236
B 199322 96853
A 200000 3944
A 2497 2498
A 183501 76812
A 86160 120197
B 193191 85730
B 31784 115831
B 200000 119710
A 28451 88256
A 22186 22187
A 149419 149420
A 32654 122740
A 28442 191664
A 198557 198558
B 139172 24727
B 94041 7009
A 200000 188286
B 13748 81273
A 2508 2509
B 195652 195653
A 182638 72261
A 64671 14492
B 60811 60812
B 107013 107014
B 152808 184826
B 13893 47475
A 69932 50915
A 69771 69772
A 1 149195
A 8634 8635
B 151123 151124
B 105994 41678
B 83370 83371
B 21228 163905
B 171394 171395
B 200000 83501
A 26298 26299
A 186292 143760
B 121108 121109
A 199999 200000
A 1 44250
A 200000 26894
B 56407 56408
A 121272 62804
A 99306 19217
B 25145 4068
B 75300 75301
A 86473 86474
A 200000 12077
B 119491 160669
A 76097 150143
A 60937 60938
B 43209 29333
A 1 133020
A 111668 111669
B 116953 116954
A 162653 50331
A 14699 59807
A 10041 13698
B 174475 101396
A 2944 143435
B 17590 62052
A 1 8771
B 81983 81984
A 162087 162088
A 110376 110377
A 26923 26924
B 200000 19518
A 100127 100128
B 200000 180203
B 126726 25475
B 200000 34001
B 166476 79476
A 153798 153799
A 13270 162236
A 101929 84850
A 43180 192325
A 175480 75390
A 42980 42981
B 146809 146810
B 2 3
A 140087 140088
B 101476 162280
B 150361 163422
B 149697 149698
A 87407 87408
A 25276 25277
A 34565 34566
B 91 58107
A 162300 126836
A 86922 132545
A 105840 59021
A 3546 128857
A 124799 124800
A 33157 33158
B 33806 33807
A 200000 134424
A 29771 32826
A 1 31829
A 181394 181395
B 198563 25741
A 200000 20949
A 62003 90877
A 67763 13075
B 145066 43635
A 1 138081
B 13182 13183
B 192323 133331
B 62467 62468
B 132406 132407
B 158714 158715
A 120821 38092
A 15112 15113
B 171858 171859
A 146445 46887
A 1 158985
A 1 157605
B 165016 165017
A 171908 171909
B 51894 51895
A 1 93326
B 1 74125
A 132030 132031
B 4712 4713
A 128585 57048
A 10963 26986
B 47098 47099
A 1 200000
A 77262 77263
B 35424 35425
B 96058 76406
B 19648 19649
B 193305 193306
A 171099 110534
A 66532 26320
B 156452 7270
B 128435 141874
A 155697 175371
A 7903 182378
A 111272 111273
A 197844 190713
A 105803 105804
A 164892 164893
B 150139 607
B 1 2
A 93742 93743
A 18795 18796
A 200000 53735
B 7969 187115
A 200000 190038
A 78968 78969
B 173818 133806
B 200000 79603
A 1 52363
B 118487 91272
A 188843 87221
A 94943 94944
B 41336 191023
B 159876 158627
B 59644 97023
B 154185 173106
B 200000 189445
A 149166 158410
A 54266 195949
A 63877 188162
A 147880 83541
A 198193 82922
A 129723 56767
B 1 197626
A 22533 22534
A 14642 14643
A 146749 41570
A 88408 43523
A 149936 124343
B 20800 72706
B 198828 198829
A 38944 137702
A 59794 59795
B 110087 29438
A 53120 73291
B 1 163891
A 73910 73911
B 2 3
B 1567 59545
B 52295 52296
A 185247 137275
A 200000 11164
A 200000 136230
A 60829 19922
B 182164 153554
A 144275 120207
B 191191 34398
B 25262 16681
A 71351 71352
B 1 39593
B 87375 87376
B 3 199999
B 45248 45249
B 200000 179551
A 123326 123327
A 181465 181466
A 1 94910
B 200000 163039
B 128711 128712
A 196842 156077
B 155096 58706
B 200000 32735
B 15506 15507
A 60458 151942
B 200000 132406
A 36863 158512
A 22738 22739
A 97219 97220
B 21055 93088
A 132134 132135
A 38211 38212
B 143059 106311
B 76191 106033
A 16094 16095
B 83547 70707
B 5417 166759
A 200000 108068
A 93554 93555
A 195391 195392
A 11049 11050
B 108163 108164
B 85109 166475
A 1 44471
B 66058 66059
B 37868 13790
A 5785 177756
A 200000 121378
B 179951 98497
A 74173 74174
B 200000 37672
A 130697 130698
B 81111 81112
A 35970 35971
B 1 170215
A 1 96412
B 133147 133148
B 200000 100912
B 199999 200000
B 18639 18640
A 77232 139401
B 148361 41445
A 77919 145773
B 122604 122605
B 77481 77482
A 85536 85537
A 165025 165026
A 122007 122008
A 192542 165307
B 37097 37098
A 44571 44572
A 30026 182411
B 112959 47612
B 58424 58425
B 82508 82509
A 200000 33279
A 160266 81063
A 4354 30552
B 122543 122544
A 64124 186080
A 193677 193678
B 170224 151682
A 1 185847
B 200000 99537
B 162177 162178
B 200000 105208
A 1 127745
A 138634 138635
B 100909 11111
B 147075 147076
A 83979 131617
B 105865 105866
A 173640 173641
B 1 175674
A 200000 59897
B 58096 5479
B 143399 143400
A 87425 87426
B 43249 139133
A 176853 162743
B 143030 143031
B 1329 1330
B 31950 31951
A 17789 111670
B 37326 110573
B 94674 184961
A 111900 91901
B 68158 68159
A 149655 163513
A 194686 137797
B 198758 198759
A 196096 196097
B 143523 143524
B 37311 96716
A 113537 113538
A 1 133405
B 182310 182311
B 112486 34352
A 1 108040
A 60944 23551
B 91899 91900
B 74716 74717
B 200000 183952
A 200000 135471
A 195236 195237
A 30172 134048
A 200000 96481
B 75320 75321
B 114583 26243
A 99713 125851
B 93574 149102
B 30138 30139
A 88399 88400
A 66484 85577
A 92321 92322
B 144106 97682
B 1671 1672
B 37983 37984
A 195691 195692
A 1 115734
A 133910 133911
B 25811 145148
B 128733 111653
A 85317 74389
A 103871 74588
A 61141 105633
A 1 73964
A 118262 118263
A 56020 56021
B 23799 23800
B 107085 107086
B 1 98027
A 1 24622
B 190901 55337
A 1 61290
A 89833 89834
A 54087 4899
A 163994 146287
B 156836 98096
B 1 140707
A 98445 98446
A 3 200000
A 150966 150967
A 158788 158789
A 3323 3324
B 9817 541
A 200000 147408
A 143359 143360
B 195529 195530
A 161671 161672
B 75448 102224
A 131318 131319
A 134377 182926
A 132796 24307
B 164256 164257
A 174694 174695
A 23136 23137
B 149667 149668
B 143812 81413
A 115363 130735
A 190882 40710
B 50339 151579
A 200000 22483
B 167131 2804
B 7686 7687
A 70275 70276
A 171338 171339
B 142405 22202
A 49487 150679
A 106244 106245
B 158261 93161
A 19574 10536
B 13132 189252
A 44123 3773
B 158894 5376
B 32745 107737
B 136731 113373
A 200000 37790
B 4350 148823
A 39540 39541
B 143718 11552
A 2 200000
B 139428 139429
A 1 3
A 177248 177249
A 2 3
B 69310 104215
B 77142 63231
A 49357 119426
A 56522 56523
A 3084 3085
B 97119 97120
B 200000 173198
B 1 56182
A 56820 56821
B 94600 94601
A 101866 101867
B 112464 112465
A 180819 180820
B 93865 174700
A 36418 36419
B 139607 139608
B 37566 155808
A 172414 58315
A 79131 79132
B 73096 68301
B 66944 105718
A 35757 74703
B 1 150522
B 28387 80948
A 162355 162356
A 200000 46709
A 117080 195886
A 65800 65801
A 1 84423
B 169443 169444
B 150876 134740
A 94828 110856
B 193624 193625
B 175654 158700
B 189926 139563
B 1 194003
B 2140 2141
A 50690 128085
B 60253 27191
B 171869 171870
B 60194 52711
B 85303 85304
B 149534 149535
A 178678 56096
A 184311 184312
A 91326 38463
B 75604 75605
A 183343 183344
A 47695 47696
B 182090 182091
A 17722 17723
B 119118 153560
B 200000 28638
A 143101 143102
A 1 146778
B 154660 154661
B 1 77050
A 1 118341
B 148700 61377
A 55664 193738
B 88566 88567
A 160828 160829
B 23546 105458
A 184946 184947
B 186154 186155
A 163189 23621
A 71355 71356
B 142738 137767
A 28296 183159
A 82140 82141
B 16093 181548
B 154530 154531
A 151696 195216
A 67630 67631
B 76691 167806
B 141148 82658
B 118484 118485
A 117201 110976
A 40333 40334
A 16419 16420
A 163199 163200
A 150636 64100
B 57545 57546
A 175354 84988
B 38739 38740
A 121812 24359
A 200000 42900
A 160253 199518
A 1 115530
A 27490 27491
A 138053 60593
A 134736 134737
A 50671 50672
A 144269 38290
B 19806 19807
A 109488 109489
A 200000 12485
A 188849 189890
B 124831 124832
A 200000 45763
A 159321 95231
A 66761 47339
B 58222 58223
A 45530 45531
B 66949 66950
A 59317 310
A 127547 159667
A 157781 157782
B 49418 49419
A 101812 37763
B 106725 159792
A 6683 26583
B 200000 141320
B 40925 143489
A 109981 158369
A 154107 154108
A 80107 73920
A 200000 145025
A 12093 66002
A 188151 162782
A 16589 61928
B 1 107455
A 27639 12217
B 177277 50536
A 82566 82567
B 192146 76055
B 60400 9898
B 177135 177136
B 163399 163400
A 110135 110136
B 22652 20905
A 45849 86185
A 111972 111973
B 47705 175636
A 200000 59759
A 82153 82154
A 76536 148389
A 1 167751
A 15 16
A 100158 60368
B 1 2
B 141432 141433
B 69272 146345
A 25429 25430
B 16152 51219
B 149493 149494
B 200000 135642
B 112649 2370
B 58432 58433
A 84289 84290
B 186638 92116
A 35890 35891
B 21891 21892
A 127545 151593
B 99075 75993
A 133547 58914
B 97787 125450
A 34878 109399
A 181194 181195
B 170652 134468
B 99586 99587
B 54876 54877
B 124707 124708
B 174167 161581
B 191433 191434
A 80580 164074
B 63737 63738
B 77883 181732
B 109666 112948
B 200000 97682
A 1 91518
B 51879 51880
A 1 106850
B 32313 128183
B 193810 193811
B 200000 113490
A 63963 63964
B 107170 101129
A 4004 4005
B 36142 36143
B 141437 52194
B 81648 81649
A 53855 67286
A 37388 37389
B 1 78106
B 179772 179773
B 136558 136559
B 174317 193694
B 3 200000
A 170700 170701
A 56778 56779
B 79381 79382
B 187700 86696
B 80616 80617
B 149081 149082
A 114565 149022
A 101775 101776
A 17696 17697
B 176331 193819
B 162854 41431
B 200000 60895
A 75815 75816
B 144972 72205
A 50114 50115
B 1 17117
A 82196 82197
B 182475 182476
A 38211 95651
A 1 187968
B 177175 116665
A 181896 177173
B 121030 121031
A 59656 59657
B 26663 26664
B 39885 39886
A 200000 22053
A 200000 69242
B 174087 149658
B 48897 48898
B 140406 122813
A 64405 64406
B 135541 89852
A 69584 1314
B 58856 58857
A 165682 25783
B 4015 194238
A 13014 13015
A 162278 75950
B 1 164148
A 73552 81091
A 174462 170185
A 150708 124050
A 199484 164464
A 11419 167953
B 196228 196229
B 83602 142304
A 172724 172725
B 114760 113558
A 12718 171165
A 78419 78420
B 200000 78239
A 1 185407
B 23713 23714
A 29226 153781
A 83362 185342
A 136364 138082
B 1 24370
B 95561 18126
A 15179 42773
A 198964 142313
B 117214 117215
A 98389 98390
B 41670 41671
B 91768 91769
B 139981 139982
A 189144 57377
B 141484 141485
B 182119 5828
B 67434 67435
A 157055 189511
B 1 113486
A 154322 181131
A 1 137648
A 200000 39989
A 98648 118657
B 47830 47831
B 148143 148144
B 19564 19565
B 168667 168668
B 92607 189082
A 35189 35190
A 19676 4616
A 33991 33992
A 75607 3137
B 111180 111181
A 174198 170142
B 154831 154832
A 191314 191315
B 127684 127685
A 101651 101652
B 116429 136576
A 36904 36905
A 51505 143324
A 200000 59706
B 163060 163061
A 200000 81997
A 26874 26875
B 1 176091
A 200000 99851
B 200000 6019
A 160360 20304
B 32191 32192
A 109502 109503
A 38539 38540
A 171419 171420
A 57503 57504
B 11903 137652
A 176988 176989
B 69459 179400
B 175089 175090
A 97065 14535
B 200000 43357
A 16700 16701
B 50968 50969
A 19452 19453
B 24742 191452
A 131743 138056
A 200000 194399
A 9946 9947
B 74726 74727
A 200000 123104
A 32102 158250
B 125633 112229
B 81111 55786
A 46830 46831
A 155381 155382
A 97212 97213
B 171656 171657
A 200000 196936
A 140087 140088
B 70072 107497
A 15600 157032
A 37786 37787
B 1 15379
B 1 146510
B 1 57620
A 104691 104692
A 5668 77097
B 114133 174339
B 10273 10274
A 162075 15684
B 38186 38187
A 116890 116891
B 97014 97015
A 142476 57409
B 181287 181288
A 166317 166318
A 90989 90990
A 153334 153335
A 116268 89178
A 200000 172145
A 192468 94993
B 128925 128926
A 172969 105691
B 1 2
A 178312 96493
B 158553 88417
A 15729 179130
A 21020 21021
A 35199 113368
B 73340 73341
A 176430 126862
B 188086 188087
B 200000 118612
B 153231 118500
B 187887 140331
B 197545 197546
B 157718 56205
B 167369 24750
A 169438 67848
A 87619 65956
A 17578 17579
A 200000 85269
B 200000 73053
B 10700 10701
A 65632 65633
B 195985 54821
B 196562 196563
B 144431 83043
B 70134 70135
B 196865 88152
B 82516 82517
B 22730 22731
B 75225 164570
A 168695 168696
A 70577 5386
A 63212 63213
B 114715 114716
A 19809 19810
B 77074 98853
B 70286 93870
A 177040 44023
A 138487 138488
A 13161 123333
A 44426 44427
A 87356 87736
B 3 200000
A 182222 114460
A 99900 99901
B 1 102019
A 167628 167629
A 200000 19252
A 23476 119163
A 147342 70106
A 72185 48411
B 200000 83180
A 33867 43620
A 93776 197752
A 55459 55460
B 46108 46109
A 96081 96082
A 1 108328
A 26134 177114
A 1 41309
A 189910 100876
B 184688 84372
A 133908 133909
B 1 175503
B 183088 183089
A 200000 189784
A 46500 46501
A 195060 195061
B 1 64635
B 200000 66553
B 142027 95246
A 72287 72288
A 134477 134478
B 198643 198644
A 115490 115491
B 104224 104225
A 101792 101793
B 191432 191433
A 200000 17480
B 76365 110057
B 16181 182649
A 80677 80678
B 1 53699
A 134221 35690
A 181521 170448
A 148616 93800
B 146760 146761
A 2 3
B 3 200000
B 60761 112928
B 1 169644
A 142104 142105
A 166494 124463
A 112856 112857
B 55251 55252
A 18982 18983
B 49372 79706
A 200000 135093
A 18418 59876
B 58996 115363
B 62371 125326
B 168510 131347
B 43531 160506
B 64337 51204
A 4051 89811
B 1 185462
B 191051 191052
A 19417 152711
A 169060 169061
B 1 158638
B 150264 150265
A 137843 76181
B 200000 14054
B 134185 132273
B 200000 38696
B 140103 140104
A 109142 121319
B 200000 187756
A 138919 138920
B 175216 125602
B 82897 40215
A 59684 147580
A 131048 131049
A 1 190768
